"","date","var","lwr","med","upr","trim","convergence_code","province_name","province","value","type"
"11980",2021-08-15,"report",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11981",2021-08-16,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11982",2021-08-16,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"11983",2021-08-16,"death",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"11984",2021-08-16,"report",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11985",2021-08-17,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11986",2021-08-17,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"11987",2021-08-17,"death",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"11988",2021-08-17,"report",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11989",2021-08-18,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11990",2021-08-18,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"11991",2021-08-18,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"11992",2021-08-18,"report",0,2,4,"full",0,"Saskatchewan",NA,NA,"new"
"11993",2021-08-19,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11994",2021-08-19,"ICU",0,0,1.04999999999995,"full",0,"Saskatchewan",NA,NA,"new"
"11995",2021-08-19,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"11996",2021-08-19,"report",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11997",2021-08-20,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"11998",2021-08-20,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"11999",2021-08-20,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12000",2021-08-20,"report",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"12001",2021-08-21,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"12002",2021-08-21,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12003",2021-08-21,"death",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12004",2021-08-21,"report",0,2,4,"full",0,"Saskatchewan",NA,NA,"new"
"12005",2021-08-22,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"12006",2021-08-22,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12007",2021-08-22,"death",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12008",2021-08-22,"report",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"12009",2021-08-23,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"12010",2021-08-23,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12011",2021-08-23,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12012",2021-08-23,"report",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"12013",2021-08-24,"H",0,1,5,"full",0,"Saskatchewan",NA,NA,"new"
"12014",2021-08-24,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12015",2021-08-24,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12016",2021-08-24,"report",0,2,4,"full",0,"Saskatchewan",NA,NA,"new"
"12017",2021-08-25,"H",0,2,5,"full",0,"Saskatchewan",NA,NA,"new"
"12018",2021-08-25,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12019",2021-08-25,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12020",2021-08-25,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12021",2021-08-26,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12022",2021-08-26,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12023",2021-08-26,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12024",2021-08-26,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12025",2021-08-27,"H",0,2,4,"full",0,"Saskatchewan",NA,NA,"new"
"12026",2021-08-27,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12027",2021-08-27,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12028",2021-08-27,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12029",2021-08-28,"H",0,2,4,"full",0,"Saskatchewan",NA,NA,"new"
"12030",2021-08-28,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12031",2021-08-28,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12032",2021-08-28,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12033",2021-08-29,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12034",2021-08-29,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12035",2021-08-29,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12036",2021-08-29,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12037",2021-08-30,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12038",2021-08-30,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12039",2021-08-30,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12040",2021-08-30,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12041",2021-08-31,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12042",2021-08-31,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12043",2021-08-31,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12044",2021-08-31,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12045",2021-09-01,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12046",2021-09-01,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12047",2021-09-01,"death",0,0,0.0499999999999545,"full",0,"Saskatchewan",NA,NA,"new"
"12048",2021-09-01,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12049",2021-09-02,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12050",2021-09-02,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12051",2021-09-02,"death",0,0,0.0499999999999545,"full",0,"Saskatchewan",NA,NA,"new"
"12052",2021-09-02,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12053",2021-09-03,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12054",2021-09-03,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12055",2021-09-03,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12056",2021-09-03,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12057",2021-09-04,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12058",2021-09-04,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12059",2021-09-04,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12060",2021-09-04,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12061",2021-09-05,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12062",2021-09-05,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12063",2021-09-05,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12064",2021-09-05,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12065",2021-09-06,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12066",2021-09-06,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12067",2021-09-06,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12068",2021-09-06,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12069",2021-09-07,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12070",2021-09-07,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12071",2021-09-07,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12072",2021-09-07,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12073",2021-09-08,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12074",2021-09-08,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12075",2021-09-08,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12076",2021-09-08,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12077",2021-09-09,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12078",2021-09-09,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12079",2021-09-09,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12080",2021-09-09,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12081",2021-09-10,"H",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12082",2021-09-10,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12083",2021-09-10,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12084",2021-09-10,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12085",2021-09-11,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12086",2021-09-11,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12087",2021-09-11,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12088",2021-09-11,"report",0,1,3.04999999999995,"full",0,"Saskatchewan",NA,NA,"new"
"12089",2021-09-12,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12090",2021-09-12,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12091",2021-09-12,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12092",2021-09-12,"report",0,1,4,"full",0,"Saskatchewan",NA,NA,"new"
"12093",2021-09-13,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12094",2021-09-13,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12095",2021-09-13,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12096",2021-09-13,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12097",2021-09-14,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12098",2021-09-14,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12099",2021-09-14,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12100",2021-09-14,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12101",2021-09-15,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12102",2021-09-15,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12103",2021-09-15,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12104",2021-09-15,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12105",2021-09-16,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12106",2021-09-16,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12107",2021-09-16,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12108",2021-09-16,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12109",2021-09-17,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12110",2021-09-17,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12111",2021-09-17,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12112",2021-09-17,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12113",2021-09-18,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12114",2021-09-18,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12115",2021-09-18,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12116",2021-09-18,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12117",2021-09-19,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12118",2021-09-19,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12119",2021-09-19,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12120",2021-09-19,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12121",2021-09-20,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12122",2021-09-20,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12123",2021-09-20,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12124",2021-09-20,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12125",2021-09-21,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12126",2021-09-21,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12127",2021-09-21,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12128",2021-09-21,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12129",2021-09-22,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12130",2021-09-22,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12131",2021-09-22,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12132",2021-09-22,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12133",2021-09-23,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12134",2021-09-23,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12135",2021-09-23,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12136",2021-09-23,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12137",2021-09-24,"H",0,1,2.04999999999995,"full",0,"Saskatchewan",NA,NA,"new"
"12138",2021-09-24,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12139",2021-09-24,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12140",2021-09-24,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12141",2021-09-25,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12142",2021-09-25,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12143",2021-09-25,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12144",2021-09-25,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12145",2021-09-26,"H",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12146",2021-09-26,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12147",2021-09-26,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12148",2021-09-26,"report",0,1,2,"full",0,"Saskatchewan",NA,NA,"new"
"12149",2021-09-27,"H",0,1,2,"full",0,"Saskatchewan",NA,NA,"new"
"12150",2021-09-27,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12151",2021-09-27,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12152",2021-09-27,"report",0,1,3,"full",0,"Saskatchewan",NA,NA,"new"
"12153",2021-09-28,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12154",2021-09-28,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12155",2021-09-28,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12156",2021-09-28,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12157",2021-09-29,"H",0,1,2,"full",0,"Saskatchewan",NA,NA,"new"
"12158",2021-09-29,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12159",2021-09-29,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12160",2021-09-29,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12161",2021-09-30,"H",0,0,3,"full",0,"Saskatchewan",NA,NA,"new"
"12162",2021-09-30,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12163",2021-09-30,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12164",2021-09-30,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12165",2021-10-01,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12166",2021-10-01,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12167",2021-10-01,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12168",2021-10-01,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12169",2021-10-02,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12170",2021-10-02,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12171",2021-10-02,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12172",2021-10-02,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12173",2021-10-03,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12174",2021-10-03,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12175",2021-10-03,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12176",2021-10-03,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12177",2021-10-04,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12178",2021-10-04,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12179",2021-10-04,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12180",2021-10-04,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12181",2021-10-05,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12182",2021-10-05,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12183",2021-10-05,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12184",2021-10-05,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12185",2021-10-06,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12186",2021-10-06,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12187",2021-10-06,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12188",2021-10-06,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12189",2021-10-07,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12190",2021-10-07,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12191",2021-10-07,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12192",2021-10-07,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12193",2021-10-08,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12194",2021-10-08,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12195",2021-10-08,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12196",2021-10-08,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12197",2021-10-09,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12198",2021-10-09,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12199",2021-10-09,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12200",2021-10-09,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12201",2021-10-10,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12202",2021-10-10,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12203",2021-10-10,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12204",2021-10-10,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12205",2021-10-11,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12206",2021-10-11,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12207",2021-10-11,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12208",2021-10-11,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12209",2021-10-12,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12210",2021-10-12,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12211",2021-10-12,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12212",2021-10-12,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12213",2021-10-13,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12214",2021-10-13,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12215",2021-10-13,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12216",2021-10-13,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12217",2021-10-14,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12218",2021-10-14,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12219",2021-10-14,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12220",2021-10-14,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12221",2021-10-15,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12222",2021-10-15,"ICU",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12223",2021-10-15,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12224",2021-10-15,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12225",2021-10-16,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12226",2021-10-16,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12227",2021-10-16,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12228",2021-10-16,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12229",2021-10-17,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12230",2021-10-17,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12231",2021-10-17,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12232",2021-10-17,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12233",2021-10-18,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12234",2021-10-18,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12235",2021-10-18,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12236",2021-10-18,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12237",2021-10-19,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12238",2021-10-19,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12239",2021-10-19,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12240",2021-10-19,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12241",2021-10-20,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12242",2021-10-20,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12243",2021-10-20,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12244",2021-10-20,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12245",2021-10-21,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12246",2021-10-21,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12247",2021-10-21,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12248",2021-10-21,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12249",2021-10-22,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12250",2021-10-22,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12251",2021-10-22,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12252",2021-10-22,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12253",2021-10-23,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12254",2021-10-23,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12255",2021-10-23,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12256",2021-10-23,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12257",2021-10-24,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12258",2021-10-24,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12259",2021-10-24,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12260",2021-10-24,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12261",2021-10-25,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12262",2021-10-25,"ICU",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12263",2021-10-25,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12264",2021-10-25,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12265",2021-10-26,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12266",2021-10-26,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12267",2021-10-26,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12268",2021-10-26,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12269",2021-10-27,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12270",2021-10-27,"ICU",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12271",2021-10-27,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12272",2021-10-27,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12273",2021-10-28,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12274",2021-10-28,"ICU",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12275",2021-10-28,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12276",2021-10-28,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12277",2021-10-29,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12278",2021-10-29,"ICU",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12279",2021-10-29,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12280",2021-10-29,"report",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12281",2021-10-30,"H",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12282",2021-10-30,"ICU",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12283",2021-10-30,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12284",2021-10-30,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12285",2021-10-31,"H",0,0,1,"full",0,"Saskatchewan",NA,NA,"new"
"12286",2021-10-31,"ICU",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12287",2021-10-31,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12288",2021-10-31,"report",0,0,2,"full",0,"Saskatchewan",NA,NA,"new"
"12289",2021-11-01,"H",0,0,1.04999999999995,"full",0,"Saskatchewan",NA,NA,"new"
"12290",2021-11-01,"ICU",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
"12291",2021-11-01,"death",0,0,0,"full",0,"Saskatchewan",NA,NA,"new"
